,Locationabbr,QuestionID,RESPONSEID,Confidence_limit_High_2011,Confidence_limit_High_2012,Confidence_limit_High_2013,Confidence_limit_High_2014,Confidence_limit_High_2015,Confidence_limit_High_2016,Confidence_limit_High_2017,Confidence_limit_Low_2011,Confidence_limit_Low_2012,Confidence_limit_Low_2013,Confidence_limit_Low_2014,Confidence_limit_Low_2015,Confidence_limit_Low_2016,Confidence_limit_Low_2017,Data_value_2011,Data_value_2012,Data_value_2013,Data_value_2014,Data_value_2015,Data_value_2016,Data_value_2017,Sample_Size_2011,Sample_Size_2012,Sample_Size_2013,Sample_Size_2014,Sample_Size_2015,Sample_Size_2016,Sample_Size_2017,mean_and_cl,anova_p,param_list,trend_class
1591,35614,Custom_8,Custom_8,,,47.967379648155436,,45.189093440437695,,,,,43.86691153958403,,41.37486213104206,,,,,45.91714559386973,,43.281977785739876,,,,,3153.0,,2845.0,,,"[[nan, nan, 45.91714559386973, nan, 43.281977785739876, nan, nan], [nan, nan, 43.86691153958403, nan, 41.37486213104206, nan, nan]]",1.1102230246251565e-16,"[0, -1.3175839040649289, 2698.2135444765713]",0-
1592,35614,Custom_9,Custom_9,,62.58911182617363,62.82792653492763,62.82630298123934,61.159543883776685,61.428885042109656,62.04979660315758,,54.370888173826366,56.512073465072376,56.013697018760666,55.24045611622331,55.331114957890335,56.15020339684242,,58.48,59.67,59.42,58.199999999999996,58.379999999999995,59.1,,3997.0,4952.0,4200.0,4501.0,4447.0,4795.0,"[[nan, 58.48, 59.67, 59.42, 58.199999999999996, 58.379999999999995, 59.1], [nan, 54.370888173826366, 56.512073465072376, 56.013697018760666, 55.24045611622331, 55.331114957890335, 56.15020339684242]]",1.1102230246251565e-16,"[0, -0.01839955542251232, 95.9195156648725]",0-
1593,35614,DIABETE3,RESP046,,11.26,12.03,11.09,10.65,10.92,11.35,,8.6,9.95,9.17,8.97,9.2,9.59,,9.93,10.99,10.13,9.81,10.06,10.47,,753.0,995.0,886.0,979.0,899.0,1019.0,"[[nan, 9.93, 10.99, 10.13, 9.81, 10.06, 10.47], [nan, 8.6, 9.95, 9.17, 8.97, 9.2, 9.59]]",1.1102230246251565e-16,"[0, 0.013220016285754236, -16.401049226597465]",0+
1594,35614,DRNKANY5,RESP046,,58.92,55.95,54.14,54.33,57.18,56.28,,54.56,52.73,50.66,51.27,54.08,53.26,,56.74,54.34,52.4,52.8,55.63,54.77,,4166.0,4737.0,3820.0,4167.0,4406.0,4651.0,"[[nan, 56.74, 54.34, 52.4, 52.8, 55.63, 54.77], [nan, 54.56, 52.73, 50.66, 51.27, 54.08, 53.26]]",1.1102230246251565e-16,"[-2058.730943944918, 0.5109360946234479, 2073880.3488174535]",-+
1595,35614,_HCVU651,RESP046,,80.47,81.47,83.83,86.72,87.72,87.23,,76.23,78.49,80.69,84.1,85.36,84.91,,78.35,79.98,82.26,85.41,86.54,86.07,,4462.0,5324.0,4624.0,5151.0,5373.0,5352.0,"[[nan, 78.35, 79.98, 82.26, 85.41, 86.54, 86.07], [nan, 76.23, 78.49, 80.69, 84.1, 85.36, 84.91]]",1.1102230246251565e-16,"[805.3281144698797, -0.19945305736526858, -812827.3620306307]",+-
1596,35614,_RFHLTH,RESP061,,83.11,81.43,82.31,83.51,83.43,82.76,,79.63,78.81,79.57,81.27,81.19,80.48,,81.37,80.12,80.94,82.39,82.31,81.62,,6044.0,7158.0,6077.0,6753.0,6781.0,7082.0,"[[nan, 81.37, 80.12, 80.94, 82.39, 82.31, 81.62], [nan, 79.63, 78.81, 79.57, 81.27, 81.19, 80.48]]",1.1102230246251565e-16,"[0, 0.21248881741257236, -346.5964242821777]",0+
1597,35614,_RFHYPE5,RESP046,,,32.13,,29.68,,30.14,,,29.35,,27.18,,27.64,,,30.74,,28.43,,28.89,,,3086.0,,2898.0,,2962.0,"[[nan, nan, 30.74, nan, 28.43, nan, 28.89], [nan, nan, 29.35, nan, 27.18, nan, 27.64]]",1.1102230246251565e-16,"[0, -0.485305666933974, 1007.274659761203]",0-
1598,35614,_RFSMOK3,RESP046,,16.27,16.1,14.13,13.91,12.91,13.25,,13.29,13.7,11.77,11.79,10.91,11.29,,14.78,14.9,12.95,12.85,11.91,12.27,,1027.0,1132.0,871.0,913.0,900.0,953.0,"[[nan, 14.78, 14.9, 12.95, 12.85, 11.91, 12.27], [nan, 13.29, 13.7, 11.77, 11.79, 10.91, 11.29]]",1.1102230246251565e-16,"[0, -0.6295318968179918, 1281.4594273326318]",0-
1599,35614,_TOTINDA,RESP046,,76.07,73.87,74.64,71.73,73.09,72.89,,72.23,70.97,71.62,68.83,70.39,70.07,,74.15,72.42,73.13,70.28,71.74,71.48,,5528.0,5836.0,5597.0,5316.0,6018.0,5651.0,"[[nan, 74.15, 72.42, 73.13, 70.28, 71.74, 71.48], [nan, 72.23, 70.97, 71.62, 68.83, 70.39, 70.07]]",1.1102230246251565e-16,"[-725.9937508318843, 0.18006034324631845, 731863.3632838806]",-+
1600,35644,BLOODCHO,RESP046,84.45,,,,,,,81.35,,,,,,,82.9,,,,,,,5757.0,,,,,,,"[[82.9, nan, nan, nan, nan, nan, nan], [81.35, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 82.9]",00
1601,35644,Custom_8,Custom_8,48.240145652420004,,,,,,,43.43657328606009,,,,,,,45.83835946924005,,,,,,,2297.0,,,,,,,"[[45.83835946924005, nan, nan, nan, nan, nan, nan], [43.43657328606009, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 45.83835946924005]",00
1602,35644,Custom_9,Custom_9,60.23005649672431,,,,,,,53.149943503275686,,,,,,,56.69,,,,,,,3602.0,,,,,,,"[[56.69, nan, nan, nan, nan, nan, nan], [53.149943503275686, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 56.69]",00
1603,35644,DIABETE3,RESP046,10.87,,,,,,,8.83,,,,,,,9.85,,,,,,,730.0,,,,,,,"[[9.85, nan, nan, nan, nan, nan, nan], [8.83, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 9.85]",00
1604,35644,DRNKANY5,RESP046,59.46,,,,,,,55.62,,,,,,,57.54,,,,,,,3556.0,,,,,,,"[[57.54, nan, nan, nan, nan, nan, nan], [55.62, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 57.54]",00
1605,35644,_HCVU651,RESP046,81.61,,,,,,,78.05,,,,,,,79.83,,,,,,,4083.0,,,,,,,"[[79.83, nan, nan, nan, nan, nan, nan], [78.05, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 79.83]",00
1606,35644,_RFHLTH,RESP061,82.87,,,,,,,80.01,,,,,,,81.44,,,,,,,5395.0,,,,,,,"[[81.44, nan, nan, nan, nan, nan, nan], [80.01, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 81.44]",00
1607,35644,_RFHYPE5,RESP046,30.61,,,,,,,27.39,,,,,,,29.0,,,,,,,2199.0,,,,,,,"[[29.0, nan, nan, nan, nan, nan, nan], [27.39, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 29.0]",00
1608,35644,_RFSMOK3,RESP046,17.42,,,,,,,14.68,,,,,,,16.05,,,,,,,988.0,,,,,,,"[[16.05, nan, nan, nan, nan, nan, nan], [14.68, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 16.05]",00
1609,35644,_TOTINDA,RESP046,75.03,,,,,,,71.73,,,,,,,73.38,,,,,,,4566.0,,,,,,,"[[73.38, nan, nan, nan, nan, nan, nan], [71.73, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 73.38]",00
1610,35740,BLOODCHO,RESP046,81.2,,82.65,,83.49,,,72.88,,74.81,,75.93,,,77.04,,78.73,,79.71,,,647.0,,563.0,,618.0,,,"[[77.04, nan, 78.73, nan, 79.71, nan, nan], [72.88, nan, 74.81, nan, 75.93, nan, nan]]",1.1102230246251565e-16,"[0, 0.6730809887326606, -1276.4201499277415]",0+
1611,35740,Custom_8,Custom_8,56.531368515386106,,59.90646739088138,,52.621335669177405,,,43.90996066426081,,46.609473165450375,,40.566470126833146,,,50.22066458982346,,53.25797027816588,,46.593902898005275,,,285.0,,235.0,,257.0,,,"[[50.22066458982346, nan, 53.25797027816588, nan, 46.593902898005275, nan, nan], [43.90996066426081, nan, 46.609473165450375, nan, 40.566470126833146, nan, nan]]",1.1102230246251565e-16,"[0, -0.865756788506327, 1792.959541047786]",0-
1612,35740,Custom_9,Custom_9,77.23830970438247,80.83032410954853,77.85182034288982,74.86413945200358,79.3127316234741,78.23928495312285,,58.7816902956175,57.68967589045146,58.34817965711016,58.91586054799642,60.127268376525905,58.80071504687717,,68.00999999999999,69.25999999999999,68.1,66.89,69.72,68.52000000000001,,509.0,389.0,422.0,629.0,483.0,431.0,,"[[68.00999999999999, 69.25999999999999, 68.1, 66.89, 69.72, 68.52000000000001, nan], [58.7816902956175, 57.68967589045146, 58.34817965711016, 58.91586054799642, 60.127268376525905, 58.80071504687717, nan]]",0.002145513412699973,"[0, 0.05763249577577392, -47.47755800595192]",0+
1613,35740,DIABETE3,RESP046,9.76,10.62,14.42,11.69,13.05,12.97,,5.88,5.64,8.9,7.73,8.23,7.83,,7.82,8.13,11.66,9.71,10.64,10.4,,80.0,67.0,87.0,115.0,89.0,74.0,,"[[7.82, 8.13, 11.66, 9.71, 10.64, 10.4, nan], [5.88, 5.64, 8.9, 7.73, 8.23, 7.83, nan]]",1.1102230246251565e-16,"[1209.8107325278525, -0.3002866399118012, -1218526.4394717864]",+-
1614,35740,DRNKANY5,RESP046,67.64,66.77,64.14,66.19,64.41,63.59,,59.1,55.41,55.44,58.93,55.51,54.23,,63.37,61.09,59.79,62.56,59.96,58.91,,428.0,316.0,378.0,572.0,431.0,376.0,,"[[63.37, 61.09, 59.79, 62.56, 59.96, 58.91, nan], [59.1, 55.41, 55.44, 58.93, 55.51, 54.23, nan]]",1.1102230246251565e-16,"[0, -0.6356854278878358, 1340.7074696374084]",0-
1615,35740,_HCVU651,RESP046,86.75,83.1,87.35,89.62,90.71,88.47,,77.93,69.46,79.15,83.04,82.79,77.85,,82.34,76.28,83.25,86.33,86.75,83.16,,431.0,312.0,413.0,613.0,467.0,412.0,,"[[82.34, 76.28, 83.25, 86.33, 86.75, 83.16, nan], [77.93, 69.46, 79.15, 83.04, 82.79, 77.85, nan]]",1.1102230246251565e-16,"[0, 1.302854876390578, -2541.6525803629943]",0+
1616,35740,_RFHLTH,RESP061,88.77,89.24,84.08,85.6,90.7,89.37,,82.35,81.94,76.74,80.0,85.36,83.33,,85.56,85.59,80.41,82.8,88.03,86.35,,657.0,474.0,548.0,827.0,644.0,569.0,,"[[85.56, 85.59, 80.41, 82.8, 88.03, 86.35, nan], [82.35, 81.94, 76.74, 80.0, 85.36, 83.33, nan]]",1.1102230246251565e-16,"[-2654.602142362196, 0.6592742199214875, 2672306.2693949156]",-+
1617,35740,_RFHYPE5,RESP046,32.29,,37.89,,35.76,,,25.23,,29.73,,28.0,,,28.76,,33.81,,31.88,,,293.0,,252.0,,271.0,,,"[[28.76, nan, 33.81, nan, 31.88, nan, nan], [25.23, nan, 29.73, nan, 28.0, nan, nan]]",1.1102230246251565e-16,"[0, 0.7176562867831349, -1412.999255113401]",0+
1618,35740,_RFSMOK3,RESP046,25.75,19.2,22.04,21.44,18.97,19.12,,17.79,10.96,14.98,15.56,12.03,12.62,,21.77,15.08,18.51,18.5,15.5,15.87,,122.0,79.0,109.0,151.0,97.0,104.0,,"[[21.77, 15.08, 18.51, 18.5, 15.5, 15.87, nan], [17.79, 10.96, 14.98, 15.56, 12.03, 12.62, nan]]",1.1102230246251565e-16,"[0, -0.8154503915658665, 1659.2543804362972]",0-
1619,35740,_TOTINDA,RESP046,77.56,78.3,79.34,79.51,77.59,77.21,,69.96,68.26,71.58,73.13,69.67,68.51,,73.76,73.28,75.46,76.32,73.63,72.86,,531.0,413.0,474.0,761.0,495.0,483.0,,"[[73.76, 73.28, 75.46, 76.32, 73.63, 72.86, nan], [69.96, 68.26, 71.58, 73.13, 69.67, 68.51, nan]]",1.1102230246251565e-16,"[1331.9804156044934, -0.33076907202648725, -1340869.4815923146]",+-
1620,35820,BLOODCHO,RESP046,79.41,,83.18,,83.34,,,70.05,,73.46,,74.44,,,74.73,,78.32,,78.89,,,539.0,,618.0,,560.0,,,"[[74.73, nan, 78.32, nan, 78.89, nan, nan], [70.05, nan, 73.46, nan, 74.44, nan, nan]]",1.1102230246251565e-16,"[0, 1.053767606190437, -2043.8773303256755]",0+
1621,35820,Custom_8,Custom_8,57.73362988052469,,62.82094728068079,,54.373405879990834,,,43.457324220907125,,47.98089133014661,,41.202712766225424,,,50.59547705071591,,55.4009193054137,,47.78805932310813,,,226.0,,278.0,,242.0,,,"[[50.59547705071591, nan, 55.4009193054137, nan, 47.78805932310813, nan, nan], [43.457324220907125, nan, 47.98089133014661, nan, 41.202712766225424, nan, nan]]",1.1102230246251565e-16,"[0, -0.6094395824797255, 1278.2915829713531]",0-
1622,35820,Custom_9,Custom_9,79.09275893193829,81.86058156953865,84.91061754888533,76.36396911653377,81.05235729092237,86.1109086638385,82.81619335398535,59.227241068061694,57.099418430461355,63.049382451114674,59.656030883466215,60.68764270907763,62.8890913361615,61.383806646014634,69.16,69.48,73.98,68.00999999999999,70.87,74.5,72.1,448.0,424.0,497.0,636.0,440.0,361.0,390.0,"[[69.16, 69.48, 73.98, 68.00999999999999, 70.87, 74.5, 72.1], [59.227241068061694, 57.099418430461355, 63.049382451114674, 59.656030883466215, 60.68764270907763, 62.8890913361615, 61.383806646014634]]",3.3306690738754696e-16,"[0, 0.5961154461828749, -1129.173694747677]",0+
1623,35820,DIABETE3,RESP046,10.59,11.62,13.33,11.16,13.98,15.75,13.68,6.19,6.14,8.07,7.36,8.6,9.47,8.42,8.39,8.88,10.7,9.26,11.29,12.61,11.05,73.0,83.0,107.0,114.0,91.0,78.0,82.0,"[[8.39, 8.88, 10.7, 9.26, 11.29, 12.61, 11.05], [6.19, 6.14, 8.07, 7.36, 8.6, 9.47, 8.42]]",1.1102230246251565e-16,"[0, 0.5952337264126637, -1188.340007928655]",0+
1624,35820,DRNKANY5,RESP046,60.98,57.17,57.33,57.48,57.33,59.96,58.75,51.58,45.21,47.29,49.64,47.73,49.62,48.75,56.28,51.19,52.31,53.56,52.53,54.79,53.75,317.0,281.0,343.0,463.0,318.0,266.0,263.0,"[[56.28, 51.19, 52.31, 53.56, 52.53, 54.79, 53.75], [51.58, 45.21, 47.29, 49.64, 47.73, 49.62, 48.75]]",1.1102230246251565e-16,"[-1071.2191537943863, 0.26596396537923656, 1078685.6158982632]",-+
1625,35820,_HCVU651,RESP046,84.74,88.16,86.39,86.2,88.25,92.79,89.95,75.18,76.56,75.37,78.2,79.35,85.03,80.77,79.96,82.36,80.88,82.2,83.8,88.91,85.36,372.0,301.0,381.0,529.0,358.0,320.0,299.0,"[[79.96, 82.36, 80.88, 82.2, 83.8, 88.91, 85.36], [75.18, 76.56, 75.37, 78.2, 79.35, 85.03, 80.77]]",1.1102230246251565e-16,"[0, 1.0510002925380186, -2033.4490641171687]",0+
1626,35820,_RFHLTH,RESP061,85.2,89.23,87.45,85.77,86.45,87.73,86.08,78.02,81.89,80.35,80.21,79.59,80.79,78.86,81.61,85.56,83.9,82.99,83.02,84.26,82.47,539.0,497.0,585.0,785.0,535.0,429.0,453.0,"[[81.61, 85.56, 83.9, 82.99, 83.02, 84.26, 82.47], [78.02, 81.89, 80.35, 80.21, 79.59, 80.79, 78.86]]",1.1102230246251565e-16,"[694.1514928728145, -0.17234143015271208, -698886.3114594098]",+-
1627,35820,_RFHYPE5,RESP046,36.23,,39.15,,35.93,,37.15,27.95,,30.37,,27.65,,28.37,32.09,,34.76,,31.79,,32.76,261.0,,312.0,,260.0,,224.0,"[[32.09, nan, 34.76, nan, 31.79, nan, 32.76], [27.95, nan, 30.37, nan, 27.65, nan, 28.37]]",1.1102230246251565e-16,"[0, -0.05862075476088991, 150.9689286608287]",0-
1628,35820,_RFSMOK3,RESP046,29.6,20.69,23.07,28.7,21.45,28.52,23.45,20.7,11.67,15.03,21.36,14.31,18.64,15.07,25.15,16.18,19.05,25.03,17.88,23.58,19.26,123.0,76.0,115.0,176.0,108.0,93.0,82.0,"[[25.15, 16.18, 19.05, 25.03, 17.88, 23.58, 19.26], [20.7, 11.67, 15.03, 21.36, 14.31, 18.64, 15.07]]",1.1102230246251565e-16,"[0, -0.04492278825389777, 111.47020940148604]",0-
1629,35820,_TOTINDA,RESP046,75.73,82.38,76.52,78.74,76.42,79.89,74.07,67.03,72.62,67.54,72.32,68.04,71.51,65.05,71.38,77.5,72.03,75.53,72.23,75.7,69.56,447.0,464.0,479.0,709.0,421.0,385.0,353.0,"[[71.38, 77.5, 72.03, 75.53, 72.23, 75.7, 69.56], [67.03, 72.62, 67.54, 72.32, 68.04, 71.51, 65.05]]",1.1102230246251565e-16,"[0, -0.4093830350350205, 897.827689374979]",0-
1630,35840,BLOODCHO,RESP046,,,87.33,,,,,,,80.97,,,,,,,84.15,,,,,,,964.0,,,,,"[[nan, nan, 84.15, nan, nan, nan, nan], [nan, nan, 80.97, nan, nan, nan, nan]]",1.0,"[0, 0, 84.15]",00
1631,35840,Custom_8,Custom_8,,,61.065905180471646,,,,,,,50.87705382131088,,,,,,,55.97147950089126,,,,,,,460.0,,,,,"[[nan, nan, 55.97147950089126, nan, nan, nan, nan], [nan, nan, 50.87705382131088, nan, nan, nan, nan]]",1.0,"[0, 0, 55.97147950089126]",00
1632,35840,Custom_9,Custom_9,,,,73.58013409892787,,67.9858478626564,73.43191920905166,,,,47.47986590107213,,51.97415213734361,52.58808079094834,,,,60.53,,59.980000000000004,63.01,,,,290.0,,627.0,440.0,"[[nan, nan, nan, 60.53, nan, 59.980000000000004, 63.01], [nan, nan, nan, 47.47986590107213, nan, 51.97415213734361, 52.58808079094834]]",0.00035477288856455846,"[0, 0.6757619131596754, -1300.6664462320355]",0+
1633,35840,DIABETE3,RESP046,,,12.87,12.39,,13.52,11.92,,,8.17,6.51,,8.74,6.32,,,10.52,9.45,,11.13,9.12,,,126.0,63.0,,136.0,77.0,"[[nan, nan, 10.52, 9.45, nan, 11.13, 9.12], [nan, nan, 8.17, 6.51, nan, 8.74, 6.32]]",1.1102230246251565e-16,"[0, -0.1209752548195553, 253.68862823875546]",0-
1634,35840,DRNKANY5,RESP046,,,68.62,61.48,,67.03,63.58,,,61.4,49.18,,59.11,53.54,,,65.01,55.33,,63.07,58.56,,,658.0,286.0,,649.0,443.0,"[[nan, nan, 65.01, 55.33, nan, 63.07, 58.56], [nan, nan, 61.4, 49.18, nan, 59.11, 53.54]]",1.1102230246251565e-16,"[0, 0.11626999419413928, -175.37129913303147]",0+
1635,35840,_HCVU651,RESP046,,,73.33,86.14,,86.09,81.41,,,63.61,70.96,,76.65,69.89,,,68.47,78.55,,81.37,75.65,,,402.0,180.0,,433.0,325.0,"[[nan, nan, 68.47, 78.55, nan, 81.37, 75.65], [nan, nan, 63.61, 70.96, nan, 76.65, 69.89]]",1.1102230246251565e-16,"[10751.949260642565, -2.667553614272643, -10834227.12725461]",+-
1636,35840,_RFHLTH,RESP061,,,83.13,86.65,,86.26,89.23,,,76.85,77.13,,80.02,82.53,,,79.99,81.89,,83.14,85.88,,,873.0,420.0,,950.0,648.0,"[[nan, nan, 79.99, 81.89, nan, 83.14, 85.88], [nan, nan, 76.85, 77.13, nan, 80.02, 82.53]]",1.1102230246251565e-16,"[0, 1.2762020443089201, -2488.699151261944]",0+
1637,35840,_RFHYPE5,RESP046,,,39.17,,,,41.87,,,32.15,,,,32.57,,,35.66,,,,37.22,,,436.0,,,,317.0,"[[nan, nan, 35.66, nan, nan, nan, 37.22], [nan, nan, 32.15, nan, nan, nan, 32.57]]",1.1102230246251565e-16,"[0, 0.3900000000000005, -749.4100000000012]",0+
1638,35840,_RFSMOK3,RESP046,,,21.95,24.92,,20.25,19.87,,,15.49,13.56,,13.55,12.19,,,18.72,19.24,,16.9,16.03,,,164.0,63.0,,134.0,105.0,"[[nan, nan, 18.72, 19.24, nan, 16.9, 16.03], [nan, nan, 15.49, 13.56, nan, 13.55, 12.19]]",1.1102230246251565e-16,"[1115.829059630752, -0.27707890323873613, -1123374.3386300046]",+-
1639,35840,_TOTINDA,RESP046,,,80.87,81.55,,77.75,77.94,,,74.45,71.05,,70.57,68.62,,,77.66,76.3,,74.16,73.28,,,759.0,395.0,,833.0,540.0,"[[nan, nan, 77.66, 76.3, nan, 74.16, 73.28], [nan, nan, 74.45, 71.05, nan, 70.57, 68.62]]",1.1102230246251565e-16,"[-327.0371346551642, 0.08088042460790756, 330662.24654487614]",-+
1640,35980,Custom_9,Custom_9,,70.63493201618154,,,,,,,51.145067983818464,,,,,,,60.89,,,,,,,596.0,,,,,,"[[nan, 60.89, nan, nan, nan, nan, nan], [nan, 51.145067983818464, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 60.89]",00
1641,35980,DIABETE3,RESP046,,12.43,,,,,,,7.49,,,,,,,9.96,,,,,,,113.0,,,,,,"[[nan, 9.96, nan, nan, nan, nan, nan], [nan, 7.49, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 9.96]",00
1642,35980,DRNKANY5,RESP046,,68.84,,,,,,,59.12,,,,,,,63.98,,,,,,,647.0,,,,,,"[[nan, 63.98, nan, nan, nan, nan, nan], [nan, 59.12, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 63.98]",00
1643,35980,_HCVU651,RESP046,,93.43,,,,,,,87.05,,,,,,,90.24,,,,,,,573.0,,,,,,"[[nan, 90.24, nan, nan, nan, nan, nan], [nan, 87.05, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 90.24]",00
1644,35980,_RFHLTH,RESP061,,89.91,,,,,,,84.19,,,,,,,87.05,,,,,,,848.0,,,,,,"[[nan, 87.05, nan, nan, nan, nan, nan], [nan, 84.19, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 87.05]",00
1645,35980,_RFSMOK3,RESP046,,22.0,,,,,,,14.48,,,,,,,18.24,,,,,,,140.0,,,,,,"[[nan, 18.24, nan, nan, nan, nan, nan], [nan, 14.48, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 18.24]",00
1646,35980,_TOTINDA,RESP046,,81.68,,,,,,,73.84,,,,,,,77.76,,,,,,,773.0,,,,,,"[[nan, 77.76, nan, nan, nan, nan, nan], [nan, 73.84, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 77.76]",00
1647,36084,BLOODCHO,RESP046,,,84.02,,86.72,,,,,75.86,,81.08,,,,,79.94,,83.9,,,,,570.0,,778.0,,,"[[nan, nan, 79.94, nan, 83.9, nan, nan], [nan, nan, 75.86, nan, 81.08, nan, nan]]",1.1102230246251565e-16,"[0, 1.980000000000004, -3905.8000000000084]",0+
1648,36084,Custom_8,Custom_8,,,53.605374261936156,,46.10769081030979,,,,,39.26427797724322,,35.108042205184844,,,,,46.43482611958969,,40.60786650774732,,,,,206.0,,257.0,,,"[[nan, nan, 46.43482611958969, nan, 40.60786650774732, nan, nan], [nan, nan, 39.26427797724322, nan, 35.108042205184844, nan, nan]]",1.1102230246251565e-16,"[0, -2.9134798059211837, 5911.269675438933]",0-
1649,36084,Custom_9,Custom_9,,67.88257167625932,,64.62301721625423,63.35629760992689,63.93529419633022,62.920566539000745,,48.437428323740676,,45.396982783745784,48.42370239007311,46.34470580366978,44.73943346099925,,58.16,,55.010000000000005,55.89,55.14,53.83,,489.0,,371.0,468.0,419.0,343.0,"[[nan, 58.16, nan, 55.010000000000005, 55.89, 55.14, 53.83], [nan, 48.437428323740676, nan, 45.396982783745784, 48.42370239007311, 46.34470580366978, 44.73943346099925]]",1.016287054511622e-11,"[0, -0.7593230176733199, 1585.438498881901]",0-
1650,36084,DIABETE3,RESP046,,11.1,11.62,13.27,11.68,11.94,9.62,,6.04,6.28,7.63,6.9,6.6,4.22,,8.57,8.95,10.45,9.29,9.27,6.92,,92.0,66.0,75.0,77.0,74.0,45.0,"[[nan, 8.57, 8.95, 10.45, 9.29, 9.27, 6.92], [nan, 6.04, 6.28, 7.63, 6.9, 6.6, 4.22]]",1.1102230246251565e-16,"[1473.3083933567812, -0.36573470586384443, -1483741.4319350321]",+-
1651,36084,DRNKANY5,RESP046,,64.46,62.75,60.06,62.73,65.6,69.0,,54.26,52.29,49.2,54.49,56.42,59.12,,59.36,57.52,54.63,58.61,61.01,64.06,,541.0,376.0,365.0,532.0,473.0,441.0,"[[nan, 59.36, 57.52, 54.63, 58.61, 61.01, 64.06], [nan, 54.26, 52.29, 49.2, 54.49, 56.42, 59.12]]",1.1102230246251565e-16,"[-3496.834608756287, 0.8681804314604291, 3521171.129477645]",-+
1652,36084,_HCVU651,RESP046,,90.47,90.83,91.14,93.95,94.47,92.67,,82.15,84.21,84.36,88.69,89.77,85.81,,86.31,87.52,87.75,91.32,92.12,89.24,,606.0,464.0,459.0,658.0,563.0,479.0,"[[nan, 86.31, 87.52, 87.75, 91.32, 92.12, 89.24], [nan, 82.15, 84.21, 84.36, 88.69, 89.77, 85.81]]",1.1102230246251565e-16,"[1017.9804520809918, -0.2524685683371754, -1026061.5507219716]",+-
1653,36084,_RFHLTH,RESP061,,90.5,89.6,89.46,91.98,90.4,90.95,,83.56,83.76,83.42,86.5,84.92,84.79,,87.03,86.68,86.44,89.24,87.66,87.87,,851.0,594.0,591.0,851.0,703.0,614.0,"[[nan, 87.03, 86.68, 86.44, 89.24, 87.66, 87.87], [nan, 83.56, 83.76, 83.42, 86.5, 84.92, 84.79]]",1.1102230246251565e-16,"[0, 0.26443392229561397, -445.24343610168887]",0+
1654,36084,_RFHYPE5,RESP046,,,31.14,,31.79,,29.19,,,22.16,,24.31,,20.61,,,26.65,,28.05,,24.9,,,198.0,,255.0,,172.0,"[[nan, nan, 26.65, nan, 28.05, nan, 24.9], [nan, nan, 22.16, nan, 24.31, nan, 20.61]]",1.1102230246251565e-16,"[0, -0.4236927086573423, 880.1222625513745]",0-
1655,36084,_RFSMOK3,RESP046,,14.57,15.03,12.94,13.71,11.22,11.48,,7.87,8.65,7.22,7.83,6.68,6.18,,11.22,11.84,10.08,10.77,8.95,8.83,,80.0,72.0,63.0,80.0,78.0,62.0,"[[nan, 11.22, 11.84, 10.08, 10.77, 8.95, 8.83], [nan, 7.87, 8.65, 7.22, 7.83, 6.68, 6.18]]",1.1102230246251565e-16,"[0, -0.5377779950838653, 1093.6816581597977]",0-
1656,36084,_TOTINDA,RESP046,,87.82,83.43,83.15,86.9,86.53,86.96,,79.86,74.69,74.69,80.28,79.83,79.12,,83.84,79.06,78.92,83.59,83.18,83.04,,781.0,506.0,520.0,697.0,680.0,530.0,"[[nan, 83.84, 79.06, 78.92, 83.59, 83.18, 83.04], [nan, 79.86, 74.69, 74.69, 80.28, 79.83, 79.12]]",1.1102230246251565e-16,"[-1976.677303903195, 0.4906995133708853, 1990734.8368590146]",-+
1657,36140,BLOODCHO,RESP046,87.76,,,,,,,75.26,,,,,,,81.51,,,,,,,544.0,,,,,,,"[[81.51, nan, nan, nan, nan, nan, nan], [75.26, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 81.51]",00
1658,36140,Custom_8,Custom_8,58.77578201144718,,,,,,,42.95406708682296,,,,,,,50.86492454913507,,,,,,,253.0,,,,,,,"[[50.86492454913507, nan, nan, nan, nan, nan, nan], [42.95406708682296, nan, nan, nan, nan, nan, nan]]",1.0,"[0, 0, 50.86492454913507]",00
